,Hour,Minutes,Sensor_alpha,Sensor_beta,Sensor_gamma,Sensor_alpha_plus,Sensor_beta_plus,Sensor_gamma_plus,Insect
638,18,44,-24.272493297419416,12.317721393510084,-31.688808471949198,107.1623909107295,-17.136979766297532,4.405737884940267,0
639,21,41,-23.224897445286654,124.64730403867463,27.497808297052146,-125.89453861194157,-75.38922597452643,14.22959113471188,1
640,21,22,96.49087529159029,178.84876069325455,84.02883295865014,-121.1067345596438,-90.91050738167787,-104.83383670091962,1
641,20,14,50.55241416557605,-0.8652228878975543,-72.85509018824337,-61.48097189282349,-18.21763217945068,82.43906708481377,0
642,21,13,38.70306155481286,54.1926579099977,89.86182599307855,-64.23820972557382,13.87741937304909,96.44966580948439,1
643,19,5,111.50726186613353,-91.95025315092886,231.9826326098326,132.7329970440985,-28.060193467756868,292.60263099561564,0
644,21,43,8.33729638684039,158.09098965814238,14.70917092701951,-195.21694136508611,58.177290836347595,13.043254305100028,2
645,21,3,61.95157470416228,54.90056810245735,-25.274683494865137,-96.31161734805342,9.68489800548354,157.01487118982658,1
646,18,39,-145.91454576774234,-189.95156007878236,123.36324635959876,185.42467988583866,-164.86450832312988,-87.68456868739104,0
647,21,8,211.71671449827318,10.000329603298475,-189.14227072880948,-74.40526748193751,112.9488717817495,-73.48972498313273,1
648,14,5,38.619128536588,150.64034275158994,54.90214168769762,-86.76424337594281,123.13522071307845,-13.450881357261988,0
649,17,25,51.464949153514425,166.47198016851158,165.65233660440418,-79.6993686070875,69.20781701545278,-58.2658568544659,1
650,21,57,-0.2071757568291482,97.3877354026299,96.83840194459346,-77.08447692457383,-91.59334568269689,47.85104904785112,1
651,21,9,118.62978980959251,-129.69909959850025,-22.7461445203916,-25.809085853285453,238.78077095979995,150.5003565028907,1
652,22,45,-67.08900824965386,-225.70474482719501,-200.03684622873558,95.50261394696223,-6.254204257040959,-33.980871167546326,0
653,21,49,61.92019275024988,-35.50366701644865,48.32315386666342,68.62586668195412,-65.44050051636277,111.39960806926463,0
654,22,13,18.003144101164047,-31.656480474213744,69.59740476043098,115.10422965078988,-352.38182579013323,-32.357329099866035,0
655,18,44,102.47659294589369,-17.78914540349197,103.22011884818801,42.563119636967244,12.355752261613738,-138.5358892179316,0
656,21,4,-99.54150419282684,-27.80078371528813,-145.03695978503686,-2.2223665994016595,105.17492700333375,161.39374704410665,1
657,21,48,-48.35451101185063,-151.70778931324088,42.35276972030655,-29.22409387382513,152.51358862423484,-52.161337659002704,1
658,22,17,-60.88812081997772,-81.4642742521407,66.68430034381994,39.49334215560178,-38.970365049968734,-14.850788393164835,0
659,21,15,-29.32740885135735,-3.970435071457412,-96.65808841048744,-130.31909673388049,98.09853275804424,-51.25008309876073,2
660,21,49,32.36279186403524,-16.173271984222982,-103.39066781918784,-219.90358941341105,-93.04047576597748,52.208946281868926,1
661,20,51,-179.65228909462144,-184.08474205056416,-19.790779167410875,133.7396664987669,6.432654170463939,20.276768276152758,0
662,20,4,-124.19213920014283,-60.1909636892827,40.19380750357489,84.54003082947659,20.679719932393546,-28.681715199157555,0
663,18,44,-106.1890059674708,-99.95177632592127,90.12569422776943,102.39811492725524,83.33315957369743,55.91816131059277,0
664,18,14,-22.205286226163523,-130.33509943930983,123.29283886612154,154.78292418887452,37.43285163736003,-151.81858034371,0
665,22,48,121.73513268034482,-76.277294799437,1.837348677156736,-97.08131941283153,-88.95195857797266,-109.88063949143539,0
666,18,57,-13.04421509434961,113.22475210479391,-223.65217577460248,300.8135305487507,47.9021235593997,-94.67486359227607,2
667,20,38,-37.53203992674272,-107.60268338789407,-125.14441905544396,-53.39395509985037,213.58593546962936,-33.72276262954639,2
668,18,31,33.029306537639805,245.92364537757442,-27.722775252017673,-84.58943868760008,-107.10836959833934,-51.28725519673492,2
669,12,16,33.20949650695906,199.22409315634542,-345.2982566163268,279.59190213924404,-112.06153687193172,41.061528885718346,2
670,20,5,-38.792892895415534,-1.9705589235897047,78.49613328567358,117.60301240133006,132.65678523869292,-58.85744767284684,0
671,20,19,86.12447429519537,-221.12446558355057,-187.23155773920567,28.069798343386122,-124.31089166579541,-108.0438152029773,0
672,21,21,27.671642260653158,-4.743939774536687,-163.52578693696495,-92.49214039762818,4.1991487740996565,30.31657800748665,1
673,21,35,-107.56322420066647,71.02913625189333,161.5171775080646,-45.93607785492794,-144.1417408198162,-169.48104978731462,1
674,21,32,-194.52264155302782,-8.948141643585094,-162.60799451474202,-49.889606185154975,60.148145362235674,79.67795934930054,1
675,20,9,-170.33221199423934,-128.8535157306837,-81.56779958445829,71.82814797649326,3.7882828258071157,-152.13197365371832,0
676,21,1,-120.198099917513,50.13348819697511,54.240251178089615,-61.927080029934125,50.52862068556132,-77.46395821336223,1
677,21,21,-87.70563268140597,-47.413288306716325,-27.9617495425118,-316.48470895398555,-308.11956226363804,-26.47459130063805,1
678,19,40,39.67872366822557,-160.7738206671312,51.06105527653336,48.204885202377504,-149.70762044587096,-116.68436314835371,0
679,21,54,103.24156499264909,-93.45343521783944,-16.63960673376288,-132.51091437212062,36.91774647442927,-242.85152025399438,1
680,21,17,-40.89461262243949,154.40455908774942,156.87571131610522,-56.89677687691819,-190.22211964810194,347.79322969019057,1
681,21,24,-86.72612361956661,54.35412093713654,-247.40364232737284,-105.63520344165094,38.01867618599142,36.422740537936214,1
682,21,22,-85.60141159045527,34.147006041516725,16.155785041808223,-69.35161452980311,84.14707625482308,-146.56604427324035,1
683,21,5,38.478512664889976,-128.96013908518634,128.972849384548,217.60769837751593,35.9418728990181,-13.412294081111135,0
684,21,8,-142.62079354770685,-35.89878257322181,-17.03425574830465,-51.31833951797293,51.27706689887229,-32.29784229230997,1
685,21,51,78.29419636674626,-147.1486031112744,39.53978619657674,-52.565770002628554,82.9103737413722,134.59519066415885,1
686,21,22,106.41873500624335,49.79251639225741,28.813991613349582,-80.27610987460601,17.525692516533404,102.58334878062942,0
687,20,53,-153.93561766127246,-205.47536231459515,196.77265034782195,195.5613145422014,-37.89720628427521,64.24722606748739,0
688,21,45,-81.31770160590663,69.6385184646386,40.97461304809474,-97.39949599761744,-25.34042439402912,103.16891587732317,1
689,18,53,34.62044019890255,26.41926436519232,-43.848394655145164,-89.519205141669,-32.392591159232246,104.10259661478234,0
690,18,45,199.16668770189222,-13.277546998531054,-102.3483451964605,-11.831944136523532,-126.1056238314983,-202.68428889413772,0
691,22,32,-157.14044075046394,251.06163599151304,27.572014421209655,-180.37723975261585,-103.1481546756066,-14.821339095833114,0
692,21,9,-27.57309076713394,-90.60488323733358,-4.35474621618388,-179.54497047845362,42.821398878096275,-178.25975256311915,1
693,21,6,-77.83194671475577,-7.292144708799652,-140.43332890941826,-155.1858691522203,42.91169179764564,34.433620286707935,1
694,21,19,7.651549739536359,32.986657115295834,59.47809429746299,-28.620399393381973,182.4924216141452,116.21914449365356,1
695,21,58,13.4732254501598,-92.93431038799224,10.37324154175442,5.017646054745983,72.37831876421691,109.94143186587013,1
696,20,20,40.577296361793515,-222.97346663198897,-113.2955515038504,163.9154165213102,-61.435340509969514,33.81479468772693,0
697,21,11,99.08422659587825,-116.54490969808286,28.149470159047276,-162.8436634955682,-18.119747509723577,51.19352106276769,1
698,21,40,-53.95915850582108,-109.20383771753208,-6.733716027345538,-100.5481935579744,-308.92960692224614,79.42919629444044,1
699,21,5,-99.65952612676985,-118.13610554245786,8.997760928383592,-97.2672442853394,69.9798831983769,-139.80182669344072,1
700,19,5,-135.87662448066493,-279.60267801330883,-211.1462039044548,124.37170148465384,-7.592278565785445,188.53433337958725,0
701,18,4,-23.39530528519761,-117.26547349525612,27.526694907474607,52.64880643306902,-97.03717021885632,164.07994980330741,0
702,21,31,85.33192140924746,-112.08011708844256,-53.36724747924691,80.14067003054484,78.76105028399402,28.236122472323427,1
703,18,41,3.9625519316671047,-216.19902398996942,-103.33836080304675,203.17051306805433,-194.50685279557297,23.926071942429193,0
704,21,3,-33.251118130104,-158.69182247246076,59.76488388460892,-79.21087768755197,-125.64165950737764,59.11170315294258,1
705,19,13,-136.32070625351068,-39.47985648762635,183.8314431136737,-7.4539917554415585,208.55231844983302,85.98441548250172,0
706,21,5,52.58373544177747,-16.388230580335737,-133.20713312672538,-119.31074097710193,12.112524060978421,44.99244144741505,1
707,21,2,-90.67807605980254,147.18800153387056,161.29248082317253,-62.024156535725425,-112.35179398438812,-94.74653737823944,1
708,21,0,318.67504235578065,-201.21943014909053,130.67326605163666,-91.51406897664262,36.82911551973355,-71.3681769147386,1
709,21,36,-40.71808838945174,-65.67392184673695,-85.15138589969004,-24.50921368953137,20.161166283798483,40.88760498155183,1
710,22,35,122.60605876295993,-112.23681989049494,3.391380235803676,0.5163926797221885,20.76359325172955,-76.05611009282565,0
711,20,23,-19.041788468724498,-150.4272104436041,136.99881406365688,169.49716286802663,39.39910893015684,170.89221793314496,0
712,19,15,67.93469791905777,-186.55957320469267,-114.66730661375404,199.65220576879744,34.12870783862756,281.28673917316866,0
713,21,25,-85.88698779084136,96.69348469093238,181.84393257741917,-30.060476618386296,54.16510904533203,8.879953502079408,1
714,21,43,-139.88652501936193,-70.98552792186665,-39.787485399248666,-179.0851096629161,-133.49326568377197,-234.0836007454955,1
715,21,35,-144.4143264002618,-133.63348711533953,314.6367767001943,221.2243714503527,196.78499894333453,125.44527956630151,0
716,21,30,-27.864643497501856,-277.44739998566814,202.28796927133735,47.09407958796439,-77.10381559262292,184.4218024519813,1
717,21,50,13.597335625378904,120.90259667089676,136.16653601242487,-61.67115208798831,93.99289122338996,71.08198248302912,1
718,20,39,143.98782755625436,1.7389423781017044,-73.72140535577154,-55.97040733225131,57.676335208470974,-12.749014625264238,0
719,21,25,143.3188041410283,-6.857382195563433,-65.80491513378675,31.900621691286457,18.248693006250637,-70.02027531144992,0
720,21,4,48.051410486451225,118.61996792413902,13.824704376739838,-127.62737360564232,52.606673377511704,161.628131598013,1
721,21,55,236.15727144405523,38.79435442980789,26.830627295786147,-58.329066347215665,44.377720794280826,258.4559113580881,1
722,5,18,158.92081221216438,-190.23615615077733,40.37537304135051,166.36374449874899,87.81356104390431,-4.428112335242613,1
723,19,30,227.72010458935824,-10.9896001366662,42.07890577745672,29.366737917491132,20.33074380223563,18.107204336495098,2
724,22,9,-88.98029451958253,82.6137920237338,23.013200859629446,43.50533474347288,-177.10000613803177,-159.63634034294404,0
725,21,25,69.35261020176362,-12.175646500840752,-170.73086758097784,-8.98474354725538,-70.11349351277042,-113.73888348794364,1
726,21,49,135.1068464009612,40.704847127274135,81.32574064905388,-32.78756538629865,9.12686349978165,91.38248737937839,1
727,19,43,-27.73184342499108,-111.1851014358734,-122.27039923950747,-33.277136981975296,62.998623194949445,-103.34263475636247,0
728,17,27,-122.91835675320641,32.026076579710924,72.61638977649844,-45.166795333556664,-25.4301215605821,76.75754143085925,1
729,21,58,62.4229990172212,-52.314067812539314,5.225164876392108,-28.343877807771083,97.47814686919418,-100.36079672697149,1
730,19,9,42.84899954599236,16.715140488279857,53.253809992822895,41.8958500827983,-36.54798977518338,69.64348945495328,0
731,20,45,70.27072441854982,99.90286882682051,-45.36689467961308,-94.5440413150369,-36.47122057771029,48.40716514340454,0
732,11,19,140.65399564948322,-140.602970631534,55.491386156141786,68.74333671517661,19.506500235171824,-42.148771308871666,0
733,21,47,-198.52042117954477,173.81801034745166,27.379427659517585,-147.9695947870646,-115.6555327137435,-82.23013687522965,1
734,19,40,-82.24057822264085,239.69506480330008,161.69042984984503,-142.99953595693296,-72.70777432234354,59.94520208273063,1
735,15,5,-154.53797369775972,-157.62657021677487,25.67483840519429,39.38246437565509,-168.83574093567935,-37.38589671519465,1
736,21,41,-25.6832100538024,-188.88331958698862,77.773747175675,40.37060249702353,-40.75269243281915,175.9451421513202,1
737,19,29,-132.2803181964031,16.701973429791128,-68.88316217135588,24.56618440124957,45.486545622954985,63.65631740700547,0
738,21,7,-129.58284133235458,53.08716446832472,102.84355594026651,-64.82914818293256,94.79707336070234,75.09166324898358,1
739,21,31,-134.2011046369317,151.56461007056333,142.73848065986203,-69.28491510436079,-1.9244460025165266,84.72322549822927,1
740,19,7,-82.49224111337257,163.4430223660677,-248.58997202141842,178.310655457816,-39.94028130146957,-36.81738091257038,2
741,20,50,-13.055816720082175,-48.927470621102934,-4.331755143472293,29.77460983788267,101.9049474308126,-13.621631324605755,0
742,20,9,-21.504700631746946,-6.2302793770874665,-56.135617292806,-47.44055629589417,-60.72068399677308,-104.00511085300417,0
743,21,53,31.087516048724734,109.15855752920027,-2.9184979918874476,-36.610721513912424,71.96294091530685,65.82681535204146,0
744,20,42,-14.532318967414465,-23.803801481481795,-59.236251984990204,30.91296666782073,-43.22816709523892,-159.00167420298686,0
745,20,50,87.73372291105235,-33.38436785075587,162.02890865510628,213.08193265606374,6.555798937927494,0.9225652797229082,0
746,21,4,6.012100311577126,86.04419848085966,97.26229450189673,-93.346180428519,-111.97549338823636,-20.97696177505217,1
747,21,34,1.615862272463164,86.83951513475428,20.05473522701803,66.87988017249715,-42.64981327027266,30.193853977528402,0
748,21,5,3.654678567966571,76.88129346637466,-27.09424824081407,-124.41262232704982,-73.8352329957816,-20.276775883257372,2
749,21,23,52.1808070756842,-152.5879698193578,57.053598079643095,-94.49694719587627,-38.33559998352977,-127.59271650988764,1
750,18,28,55.04384439801269,-151.84805265339926,136.17572669418004,109.75035160428965,116.70827617638435,96.91504011983172,0
751,18,56,59.55434423650958,43.9151830045295,-6.999651845159994,2.5545642735294583,-78.11111296087284,-77.81609075794222,0
752,22,1,-144.45588709036187,-102.18693668168596,72.7908726749975,-14.848394813477084,-74.14648402527864,-146.06445646241968,2
753,18,8,-109.23392857597835,-132.3266317357028,-0.27971082016787774,18.145243734131988,-126.66597101506956,-78.56118428969138,1
754,20,51,140.665640347881,-104.99558352304206,88.90167609661492,129.48753585036283,25.774703681217193,46.52032880786227,0
755,19,58,-193.61273370675272,-15.518394504365329,-50.53124757854101,78.00331962144514,68.61239697542486,58.34017562319684,0
756,20,56,-0.8204422067259756,94.50306807944763,33.37561421121542,-248.7038418189754,-64.53802548203849,-98.2915879355536,2
757,18,57,25.16006237552009,25.235027342338146,22.502429571365003,90.90298540927724,57.49098868536592,120.48388866862743,0
758,18,18,2.6365535948161654,-184.10797318826465,325.3675884206167,342.38965657896784,-36.84739578385956,-49.44080857675317,0
759,22,22,-86.53094299416794,-98.49309658528963,11.201269786277223,9.637090071910215,-34.167999852225726,-170.71852099538268,0
760,22,36,43.50869486320255,90.10468176482792,-65.93121203433454,-54.60315923512415,14.027322909104347,-113.1113059651687,0
761,19,56,-127.18992787122912,-56.935065474725775,4.794967444725917,42.41192543445857,-51.085511169868184,43.92397719741009,0
762,21,2,66.1318309338106,-208.4691464646677,137.17204003336286,-67.40169703410369,9.124535898955552,-197.910880587638,1
763,21,52,-21.798114765239543,-309.32558446600683,227.17011617429188,153.35322270921526,-103.65494823214651,-135.16738290647766,1
764,15,47,186.27297270585896,66.54072334311978,-236.3034567535248,-181.89433743561918,-13.169920919289504,-12.829504376463206,1
765,21,1,-46.55514528874808,-2.230399078115175,45.40006570625913,-21.045151425181473,68.97259246690598,-198.49740505885373,0
766,19,6,163.4008899035066,73.35575660505134,6.452268047811726,-30.109989374172663,1.4754596296332805,3.317871840050462,0
767,20,18,5.446509049157822,-100.38410577645276,-181.3702556664923,86.75095521691225,-104.57967907307129,-11.543772242322877,0
768,18,2,36.090305954190185,22.73755463545618,-3.6797305729469487,-30.938174818549523,48.948986667570324,-66.05303175205147,0
769,19,9,241.77068622595007,-128.7675699643691,161.15239365819295,191.79482361922635,-98.95799472972018,137.65180960633748,0
770,21,11,58.15289820174324,-66.70766231757949,-29.765384052349493,-227.62516355344252,-42.538137234389886,-110.45259643579664,1
771,21,24,74.94048421789135,-151.26421504340954,33.01225319396186,-44.61366511473015,-42.94925111773384,-104.01866298280176,1
772,21,40,-64.50986910961147,-31.961106511598675,-127.67251924746913,-54.25307414152293,80.30205087624577,80.75827329340052,1
773,21,2,217.03687064838616,-281.3950908850774,69.0299804366013,-32.887764811309836,2.090493934650148,-128.35910047992803,0
774,8,26,-60.87070896921849,99.38012516765707,87.64721375529815,-74.95855973898843,111.28610316009409,128.1123833945056,1
775,21,25,62.16939842427047,154.31935239650934,254.81038173141894,-52.02639262776463,-53.91882084633277,-69.32026116839918,1
776,21,5,174.6990752980792,98.8731692461023,-6.32043561687905,-20.67293364971584,75.78207940012422,-75.01150707481162,0
777,21,53,50.71303040436017,275.64128540703837,200.72018703251,-151.79948626282513,-54.70927146600961,-5.319315914228814,1
778,21,21,-129.16594518384576,139.6615086184702,53.5843398510972,-112.49197581950877,34.12876463933058,-190.05763866098545,1
779,20,46,-162.10166330668397,-83.72684516478299,-133.54829814657123,111.99858123401452,-92.74942960553143,39.81939152885798,0
780,19,41,-29.229657008473104,98.6055155074852,-127.71230199267106,-110.32532883254369,97.92282113453577,20.148590124489267,0
781,22,52,-115.22383518759469,111.99439472603332,-39.22938751302115,-6.913352635188419,-129.49337093707666,82.2959640126661,0
782,19,29,-170.62140086668907,-75.96706249762127,110.8853370072298,78.13268804415648,-190.875798298935,-95.62643528169403,0
783,22,36,-87.91547596896946,-159.21941507010692,13.486850186091681,-70.56044643961567,72.91557366994905,152.71866227675068,0
784,21,42,-32.31766866066072,144.5487209190974,96.17172349742059,-114.54040506524068,118.52094246831857,-149.68138062533387,1
785,21,5,15.068413286509742,-163.50725876072954,14.240151778479927,88.25488932942618,135.28289148399665,-58.90474225315987,1
786,21,31,113.53408930416205,76.32983976381588,169.02661507801176,-46.67067620553747,-111.68932386463834,12.70740741446177,1
787,21,58,-23.70604930188503,-12.098122662428779,-157.41226725893293,-65.19075301269346,7.247717352421537,12.797530258702617,1
788,19,38,-43.15669719444577,-238.8345603020281,-119.84864463833895,138.02106322740966,-141.2019791519859,-181.97053942864733,0
789,21,49,-35.169255706715816,-7.967799780082341,26.44344276691559,47.40025438185608,138.50001535678683,-61.101453114840965,2
790,20,28,-176.9652823716675,48.82458256580715,-23.04511126095906,73.77855131290498,25.691800617032683,1.1705349297152388,0
791,21,15,-125.25035908292463,-166.47614731816466,52.55302598108123,-12.924545994463955,-57.27163762303316,3.408929504263919,1
792,21,41,137.50649677152245,-32.81542624451084,-46.82956279032877,-73.80595171466892,57.37905030048085,4.09732317123415,1
793,21,26,66.45868937152122,-144.61578129207956,-40.20347431940261,26.01786683503391,-8.589411869081442,1.4632932588460217,1
794,21,9,-70.23510426001384,176.086081731575,14.50286298698259,-144.80922198714083,-77.75999580116317,-27.45739888131676,1
795,21,29,-87.15982880055225,-76.57535962095561,-92.42873694100257,-45.932795891125124,-172.03097949441351,46.862651209947295,1
796,21,17,-84.86937325782277,-51.462246887461504,37.996265679666195,71.89718198507556,47.69584949742225,-8.677030306304182,0
797,20,5,-6.10836792877216,-300.9365029936311,209.8151543197317,73.58921616617201,-178.5407092387883,180.34939562615452,0
798,21,13,-7.040993258437638,-72.25462973071659,-69.01955083809908,-46.88014118755606,-157.85299549948996,-24.672125240649052,1
799,22,34,-40.581301534471024,-111.1305176047804,-97.66078922404044,-42.96976811557216,-117.77253067050617,26.16908226532617,0
800,21,35,109.96997038630589,-66.38153885939747,-74.98607912056296,-68.6229892871813,-9.127954833209845,-63.05121644516504,1
801,20,14,-111.16061060888151,-109.89323244593356,-111.23229156827996,57.87504134727717,27.926394220231238,51.738898806219424,0
802,23,43,200.99975815698122,282.11926008321717,-34.20113453844247,-78.00226979954348,101.9598875596323,78.3557803870391,2
803,22,5,68.70817748985128,-106.83773787877672,222.53583894451702,314.8254419642576,24.39282201848983,65.0998312742808,0
804,21,47,32.26190357972686,10.909675214694214,3.345227168735865,-79.94048172467882,-66.92953576554429,10.462617862561627,1
805,5,0,144.16291771774777,-63.36455628304608,-84.17599560231977,-27.372428927689523,14.14244584292786,-5.912708198993331,1
806,13,50,1.9087613754150696,-18.3356942981309,-39.895372871365836,66.87175863290295,108.09361915059917,-9.936179223642599,0
807,20,6,-114.94531278206122,-200.7411903911339,-112.00055050076516,135.60185036179786,-123.11607233834371,39.03014770035626,0
808,5,45,-13.250852626648141,-117.98011191703357,66.94379640025195,33.1702425377612,-30.811420514584213,-99.2379718913663,1
809,21,28,134.794973369964,-103.57630656287338,19.367402508895914,-180.15083094961165,-13.221340645386423,4.27921773589613,1
810,20,57,-55.989183690604285,-126.70357371907004,-169.7104609532957,101.12457601361933,-19.679946533595935,50.58237730715296,0
811,21,12,-130.3739483792885,358.2816258933882,210.58713392380147,-192.70769455355773,37.1925501625041,-16.543957398668567,1
812,9,20,104.12930767913046,-233.49441462935627,-145.14246995767888,158.6283850390344,-8.765741867482662,-80.76308177361994,0
813,18,25,-132.69779299592156,-28.97356541813062,-104.66566429076343,-59.55391644808896,-84.24706989381633,-4.5486238553612,0
814,20,12,41.17392796044991,3.410248027409135,23.373168323309766,25.959425240527374,-137.94990088096003,-140.13018180839794,0
815,22,8,31.05320432347256,-156.8522395770086,206.5014676399986,272.20786042051526,122.20130145309405,-123.49524112068121,0
816,19,48,-41.59359707980835,-108.60865454197241,143.7345696036155,141.57741298546583,-106.72241496371288,54.11673318709682,0
817,18,29,15.746245695563355,-93.05801917207629,-75.62665130537776,77.60505645819875,48.89924209820688,149.47863042963678,0
818,21,20,24.070222337088715,-82.48404253641574,-58.46329898129892,-46.041379692528025,21.88743806035193,-174.06451165014664,1
819,17,51,-55.482839052840596,268.53693834409836,164.76022885249864,-9.371391974967146,-11.544619272697778,-19.495828955600075,0
820,21,52,134.74403146093894,67.97050572373664,10.17295575459103,-100.07056699596856,36.84091875850079,-70.10477775404388,1
821,22,12,-7.026154065704379,-93.43573980272488,-36.079892500117005,42.45823159347854,34.74429208656106,-81.20259052592905,0
822,21,45,45.46334159401027,118.31198504399568,136.34609859993154,-73.87632470661532,-74.02638720034247,-32.61770988771634,1
823,21,26,128.51333928776225,-174.89356795800035,72.4120423890839,-8.658535499223897,4.522482126232537,-55.915821253123,1
824,21,2,44.67396770669006,152.6406519893358,86.77644685622158,-112.71425761120022,138.76842280169262,-28.59221425496997,1
825,21,50,-223.077250395658,-92.72750065266126,-56.14135419899492,16.42944234664334,9.545741424032999,122.860963258471,1
826,21,4,-153.78612517146186,-107.83974795486768,-70.29800532140851,122.07145608242105,-49.79037940882073,-12.305023171206296,1
827,19,47,-84.1787573162078,-1.4395747101012102,113.01090963220832,143.0213863061497,-111.27605223896985,16.650070222268344,0
828,22,37,18.124164965444503,-146.59761171129125,98.19129697335079,-11.24548757603635,-74.1563712029048,127.1782872031436,0
829,19,12,64.31524423432262,-21.90131585713605,-72.47808512178949,118.51512591327892,143.877558095971,67.417974460699,2
830,21,11,-126.38770938511468,118.40894534103393,97.51366954825532,-80.89621271879426,79.19088726573277,-205.956136861976,1
831,21,58,-69.69082325340867,224.58232646447405,184.34530131454844,-120.53289032100398,66.9678369667978,-184.8888694829751,1
832,21,44,25.24010483706725,68.18132837260083,39.36457730870722,-74.15391246187318,-64.04424524343769,240.91348539495021,1
833,17,1,-80.988497858499,104.85751985583703,-151.17329922294675,157.96775030612434,-51.90090416914316,156.9009117543368,2
834,21,11,-89.62762749874148,-25.316046959174056,64.53972455005919,-14.609150792215686,-64.89892204246816,-23.37504012005303,1
835,20,5,-33.544897874201965,-37.06414449759984,-108.45096908865631,-5.708175396203929,-37.6623901341118,67.64111867149163,0
836,21,53,-29.937590659680026,102.1426186169339,142.89762725480705,-36.07259627522578,167.95232226460115,120.63799639984147,1
837,19,43,124.55817119171233,46.76351700384445,2.388868970245017,58.019282228568954,-18.706113732572586,-7.870435476194104,0
838,21,31,130.24535791464328,-233.44281441244573,145.82985714439602,34.24374656018336,114.4768827258547,-44.84850698151137,1
839,21,43,71.50360698618337,-101.78544478533398,-43.01670713932591,-11.959374128362231,35.36068591034377,212.7024484193686,1
840,21,53,-130.06705741295022,-157.58213032926514,60.0985228216671,-60.367795847271864,45.08845513554035,65.25733657097909,1
841,22,34,-4.034043313621698,-161.4476099957952,117.56324867730173,105.31107148730601,-8.156049653067992,32.47723608594528,0
842,21,46,-31.523130771773967,33.62743347168315,51.59342329334711,-64.03430745457652,57.47707074784998,69.00880574738163,1
843,18,12,3.9162961719637837,-231.92273281729996,-137.70490756177034,154.55858775738983,-103.73574537048455,-63.39393085835647,0
844,21,0,26.57788549184469,119.51643002579809,-280.71099350482206,-317.2925804676387,-55.02544893003406,-115.27612087474301,1
845,21,33,-81.62629996669251,-174.98406091976065,-124.96796593553398,118.55001057907037,44.234948714429265,-21.014374145585005,0
846,10,26,75.13286123226567,-123.41639601046417,85.39491496170281,-55.57192889113141,148.0009765042919,-79.08414410346197,0
847,12,43,200.8852071064397,-87.6136692790186,250.7009807250024,272.705546427276,3.727454853096838,-3.146427506858767,0
848,18,40,59.9080860147363,-264.2283266625676,-238.91355178571087,35.18694594478317,-282.1925838032498,-76.12912946810397,0
849,20,46,-49.94107655491727,-12.94715117584836,-32.38903512719886,85.07822923482182,-72.47285166156206,-57.60628797227441,0
850,23,47,-74.33097762697616,181.23979321191263,-111.86859861135856,91.20906711907747,5.619898829072547,-160.96868340438056,2
851,21,1,85.92693509755257,-86.64059520950518,-118.24338874376457,-64.15641396526463,-47.44467258125968,14.184226578038462,2
852,19,24,21.500215513635663,122.3645658572865,81.55042210796111,-96.60270773929082,52.50293769619299,85.51065658633836,2
853,21,29,10.6877390617305,14.776243571168246,-32.782819563656496,-86.32213688429852,68.4536974000164,-18.44915395243251,1
854,21,17,-43.10903297481323,-76.92097658338271,-29.535167842738552,-167.86914919290643,-145.3954438931882,173.0921403547527,1
855,20,22,-102.10739133439797,37.05496692200989,-45.74158882903985,-61.94876301572994,3.9903765554476105,-33.15321873877833,0
856,19,27,-2.703643512395595,161.15651743423555,51.57172078203125,-2.1483398864398207,328.253906170127,95.12825258848231,0
857,19,36,-6.514316620355885,-173.81675388357763,-77.14024427194545,104.07839276390823,-9.288792451326207,-49.530965409096694,0
858,19,35,-55.59461323576975,128.35089147019036,-104.75076541261062,-17.48108825471302,-50.45921875036301,-145.4371425218928,2
859,21,41,58.7248949566304,208.39740532968136,81.3309000090071,-141.26051147372684,22.798127942230888,-232.7150598893512,0
860,22,33,-72.04255902647122,-211.0117243994423,-115.44438919302509,115.29393655509175,-4.979549271122949,25.324821905923073,0
861,21,14,-1.5682956714730185,215.90500138843512,202.87112900215254,-89.4619918911691,-92.5073036347436,-36.555500507060145,1
862,21,55,116.72276104619226,-0.40108380806631594,101.60602284030733,-5.985282123175661,71.46039139291598,223.01716484821767,1
863,21,34,-26.640962877936026,-298.016945042056,233.21333408094276,43.3062226615206,200.88861879210316,-77.9442065066601,1
864,21,39,41.26588325630469,-13.567414091039032,-154.75677721344394,-73.39491976826196,37.57792166833238,-81.1750755112631,1
865,22,0,90.7764776045258,-19.73062062993104,-85.46912657768016,-41.966569462594606,-164.95499967235816,25.565554186940854,0
866,19,17,-18.98652685381512,14.037628251166257,-67.2902239629602,-84.97281466027498,-48.082085173989,-155.14089929821733,0
867,22,7,-56.78144082693709,-426.13320257136974,-321.09480570618484,255.4914232293506,52.239721602063184,-59.50974346710388,0
868,18,34,-184.60782658781721,-156.2109205434825,-1.8152142017550887,214.24109280818664,37.355214542099525,-20.717421117062802,0
869,20,29,46.56227787690172,18.302345142126274,-80.16172392592608,-44.19619282690965,248.1385384926573,119.20617076221049,0
870,22,20,-30.497946259329307,-134.81429134498683,-99.06827288370206,95.81875129027766,94.55321564261885,184.00676593007051,0
871,21,8,-97.19827302845232,12.352038825638111,-158.93677799151433,-174.81295984728138,57.71674658429144,55.003243574873316,1
872,20,7,13.362449888827637,-48.849184862763,-29.963514242550364,-49.45149805807982,38.365167968552875,19.194118770972292,0
